"07/13/2012","-3.57","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"07/12/2012","-205.00","*","","APS/BOUGHT-RX-MEDS.COM 18665142585 MU"
"07/10/2012","-10.98","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"07/10/2012","-157.23","*","","MUGHAL GARDEN BALTIMORE MD"
"07/08/2012","-26.39","*","","LOVE CULTURE-TOWNSONTOWN TOWNSON MD"
"07/08/2012","-95.40","*","","DELEK PALMO SALES GAITHERSBURG MD"
"07/07/2012","-15.24","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"07/07/2012","-9.99","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"07/06/2012","-46.64","*","","WHKR ASSOCIATES LLC BALTIMORE MD"
"07/06/2012","-10.11","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"07/04/2012","-15.70","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"07/04/2012","-10.41","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"07/04/2012","-10.81","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"07/03/2012","-142.00","*","","CENT PARK AUTODRAFTQ96 877-717-0004 TN"
"07/03/2012","-14.00","*","","LOMBARD GARAGE 1137 BALTIMORE MD"
"07/02/2012","-165.93","*","","SIL RETAIL GROUP 703-4439183 VA"
"07/02/2012","-229.00","*","","ZAP*DEV ZAPPOS.COM 800-927-7671 NV"
"07/02/2012","-407.29","*","","Amazon.com AMZN.COM/BILLWA"
"07/02/2012","-102.60","*","","HIDA TOOL AND HARDWARE 510-5243700 CA"
"07/02/2012","-188.35","*","","HOUSE OF INDIA COLUMBIA MD"
"07/01/2012","-146.06","*","","GREEN LEAF RESTAURANT HUNT VALLEY MD"
"07/01/2012","-9.98","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/29/2012","-10.71","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/29/2012","-9.99","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/29/2012","-11.01","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/28/2012","-2.99","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/28/2012","-362.12","*","","PAYPAL *NEXXUSCOMMU 402-935-7733 CA"
"06/26/2012","-134.00","*","","ACM 212-6260595 NY"
"06/24/2012","-106.75","*","","FANDANGO.COM FANDANGO.COM CA"
"06/24/2012","-142.00","*","","CPS*MONTHLY PARKING 877-717-0004 TN"
"06/24/2012","-58.98","*","","DRI*AIMERSOFT DVD RI cardquery.comMN"
"06/24/2012","-140.00","*","","TIMONIUM TRANSPORTATION 410-771-1222 MD"
"06/23/2012","-105.98","*","","THRIFTY CAR RENTAL-SAN SAN DIEGO CA"
"06/23/2012","-30.96","*","","SHELL OIL 57442736302 SAN DIEGO CA"
"06/23/2012","-110.17","*","","OB NOODLE HOUSE SAN DIEGO CA"
"06/22/2012","-407.74","*","","INTEREST CHARGE ON PURCHASES"
"06/22/2012","-35.00","*","","LATE FEE"
"06/21/2012","-140.71","*","","1560 N. MAGNOLIA A EL CAJON CA"
"06/20/2012","-25.42","*","","I-TECH XPERIENCE (BWI) 410-850-0880 TX"
"06/20/2012","-25.76","*","","WAL-MART #5140 LA MESA CA"
"06/20/2012","200.00","*","","ONLINE PAYMENT"
"06/20/2012","550.00","*","","ONLINE PAYMENT"
"06/19/2012","-7.99","*","","NETFLIX.COM NETFLIX.COM CA"
"06/17/2012","-9.99","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/16/2012","-12.99","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/16/2012","-9.99","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/16/2012","-14.98","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/16/2012","-11.28","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/13/2012","-5.68","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/10/2012","-11.13","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"06/06/2012","-9.94","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"05/30/2012","-43.00","*","","E-ZPASS MD MPC 888-3216824 MD"
"05/27/2012","-2.58","*","","APL*APPLE ITUNES STORE 866-712-7753 CA"
"05/25/2012","-15.67","*","","R&R DELI ELKRIDGE MD"


